Difficulty,Title,Frequency,Acceptance Rate,Link,Topics,count
MEDIUM,Delete Node in a Linked List,40.7,0.8231559199073729,https://leetcode.com/problems/delete-node-in-a-linked-list,Linked List,1
MEDIUM,Robot Bounded In Circle,40.7,0.5622965278408281,https://leetcode.com/problems/robot-bounded-in-circle,"Math, String, Simulation",1
MEDIUM,Subarray Product Less Than K,40.7,0.5285345535980827,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum",1
MEDIUM,String Compression III,73.0,0.6681506980036712,https://leetcode.com/problems/string-compression-iii,String,1
HARD,Maximum Number of Ones,73.0,0.6875,https://leetcode.com/problems/maximum-number-of-ones,"Math, Greedy, Sorting, Heap (Priority Queue)",1
EASY,Rectangle Overlap,40.7,0.4574464867540109,https://leetcode.com/problems/rectangle-overlap,"Math, Geometry",1
MEDIUM,Maximal Square,49.9,0.4876133314788993,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix",1
MEDIUM,Number of Operations to Make Network Connected,40.7,0.6466492016136093,https://leetcode.com/problems/number-of-operations-to-make-network-connected,"Depth-First Search, Breadth-First Search, Union Find, Graph",1
EASY,Greatest Common Divisor of Strings,40.7,0.5272393278503121,https://leetcode.com/problems/greatest-common-divisor-of-strings,"Math, String",1
MEDIUM,Break a Palindrome,56.6,0.515441720680916,https://leetcode.com/problems/break-a-palindrome,"String, Greedy",1
MEDIUM,Max Sum of a Pair With Equal Sum of Digits,56.6,0.6598415828310645,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Sorting, Heap (Priority Queue)",1
MEDIUM,Single Element in a Sorted Array,56.6,0.5920694527750138,https://leetcode.com/problems/single-element-in-a-sorted-array,"Array, Binary Search",1
MEDIUM,H-Index,56.6,0.4028674756036987,https://leetcode.com/problems/h-index,"Array, Sorting, Counting Sort",1
EASY,Intersection of Two Linked Lists,56.6,0.6112536319835228,https://leetcode.com/problems/intersection-of-two-linked-lists,"Hash Table, Linked List, Two Pointers",1
EASY,Design HashMap,49.9,0.6589390156242249,https://leetcode.com/problems/design-hashmap,"Array, Hash Table, Linked List, Design, Hash Function",1
EASY,Find Pivot Index,49.9,0.6057028214719556,https://leetcode.com/problems/find-pivot-index,"Array, Prefix Sum",1
HARD,Sliding Puzzle,49.9,0.7313248932064185,https://leetcode.com/problems/sliding-puzzle,"Array, Dynamic Programming, Backtracking, Breadth-First Search, Memoization, Matrix",1
MEDIUM,Keys and Rooms,49.9,0.746768393120343,https://leetcode.com/problems/keys-and-rooms,"Depth-First Search, Breadth-First Search, Graph",1
HARD,Delete Duplicate Folders in System,49.9,0.5378519731628718,https://leetcode.com/problems/delete-duplicate-folders-in-system,"Array, Hash Table, String, Trie, Hash Function",1
MEDIUM,Linked List Random Node,49.9,0.6397015025747445,https://leetcode.com/problems/linked-list-random-node,"Linked List, Math, Reservoir Sampling, Randomized",1
EASY,Intersection of Two Arrays,49.9,0.7647430672399825,https://leetcode.com/problems/intersection-of-two-arrays,"Array, Hash Table, Two Pointers, Binary Search, Sorting",1
MEDIUM,Maximum Sum of Distinct Subarrays With Length K,49.9,0.4263309346710954,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window",1
